fiscal_year,ssa,person_orcid,first_name,middle_name,last_name,proposal_role,affiliation_uei,affiliation_name,factor1_assessment,factor2_assessment,factor3_assessment,factor4_assessment,person_overall_assessment,multiple_mitigation,mitigation_explanation_person,mitigation_strategy_proposal,mitigation_explanation_proposal,proposal_number,opportunity_number,proposal_title,submitting_entity_uei,submitting_entity_name,review_type,reviewing_component,reviewing_subcomponent,assessment_state,approved_date,review_notes,mitigation_status,award_type,award_state,fain,awarded_date,award_pop_start,award_pop_end,proposal_files,person_files,review_files
2024,SSA-optimization,2276-6001-5996-2872,Jane,,Anderson,Collaborator,S16GSAX4CIDY,Globex Inc,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Threat Briefs,solutions deployment innovation strategy analysis analysis strategy integration deployment development development synergy innovation integration.,"Cessation, Increased Reporting",,86712132,OPP-045959,Business-focused client-driven initiative Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,DTRA,I2O,In Progress,5/22/2025 19:48,hNyWaJSRPCDpllszlZazOMUTtEhfkUjdiRKYUDOWBkMJLJhYLAoNUTxuqvgCBttFgZkPKXNGyKoRa GxwzpVDNBXmIFSGKoxCAVHiOfhiqgqfWGUSUQFwCVuLYegSrYVpGLYaEhVzWPwvvzUesxwAvceAPputzXEsflsNv,Not Needed,FAR-based Contract,Declined,,,5/16/2025 16:11,,proposal_86712132.pdf,,
2023,SSA-strategy,3724-1804-5344-7280,Susan,David,Taylor,Collaborator,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,Threat Briefs,innovation solutions integration solutions research research analysis innovation.,Threat Briefs,research innovation development innovation synergy solutions research.,93703555,OPP-792233,Cloned scalable matrix Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DHA,MSO,In Progress,9/10/2024 1:48,,Pending,Grant,In Negotiation,,8/11/2022 19:56,,,proposal_93703555.pdf,person_Taylor.pdf,
2025,SSA-optimization,7209-9708-3693-3439,Michael,,Moore,Student,VWDUSH65P3UT,Wayne Enterprises,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Threat Briefs,research solutions strategy deployment development deployment.,"Cessation, Increased Reporting",deployment synergy strategy analysis research integration strategy analysis research.,23679835,OPP-656210,Compatible demand-driven workforce Project,2GM2D03Z4F45,Omni Consumer Products,Initial,INSCOM,DSO,In Progress,10/24/2022 9:07,FNvqAZNZyHIkdotmhJJRsmRzIKCa,Not Needed,Other,Awarded,FAIN0101327,,,,proposal_23679835.pdf,person_Moore.pdf,
2025,SSA-optimization,6426-6062-5484-2188,Jane,,Wilson,Co-PI,95C7CBF2RFOV,Acme Corp,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,,,"Cessation, Increased Reporting",deployment synergy strategy analysis research integration strategy analysis research.,23679835,OPP-656210,Compatible demand-driven workforce Project,2GM2D03Z4F45,Omni Consumer Products,Initial,INSCOM,DSO,In Progress,10/24/2022 9:07,FNvqAZNZyHIkdotmhJJRsmRzIKCa,Not Needed,Other,Awarded,FAIN0101327,,,,proposal_23679835.pdf,,
2025,SSA-optimization,2553-1903-5850-9269,Susan,,Davis,Collaborator,4K0AW4066EK0,Virtucon,Prohibited Factors,Prohibited Factors,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Threat Briefs,,"Cessation, Increased Reporting",deployment synergy strategy analysis research integration strategy analysis research.,23679835,OPP-656210,Compatible demand-driven workforce Project,2GM2D03Z4F45,Omni Consumer Products,Initial,INSCOM,DSO,In Progress,10/24/2022 9:07,FNvqAZNZyHIkdotmhJJRsmRzIKCa,Not Needed,Other,Awarded,FAIN0101327,,,,proposal_23679835.pdf,,
2024,SSA-analysis,9586-4824-9787-8619,Linda,,Anderson,Consultant,4K0AW4066EK0,Virtucon,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,No Mitigation Needed,,innovation synergy analysis innovation development analysis analysis synergy deployment.,,,31128598,OPP-895023,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,DARPA,TTO,Canceled,3/2/2020 16:13,onxSvicWgJksPbjiMUgFTbNKvivRxwPcDhxWMbm azidozGzZKtiRav jkWdXIgOqtbArLvlAxMjPiefgqdMdBCOJwnUUpyfrzkauQGZEmVlLhUodzuXoXpbTKsWZvSDJWYrHxSHdlxkB,Not Needed,Other,Pending,,,,,proposal_31128598.pdf,,review_31128598.docx
2024,SSA-analysis,3259-2258-9144-5642,Linda,,Wilson,Student,1317BRU1K5HM,Blue Sun Corp,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,,analysis development strategy strategy deployment innovation development strategy analysis solutions.,,,31128598,OPP-895023,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,DARPA,TTO,Canceled,3/2/2020 16:13,onxSvicWgJksPbjiMUgFTbNKvivRxwPcDhxWMbm azidozGzZKtiRav jkWdXIgOqtbArLvlAxMjPiefgqdMdBCOJwnUUpyfrzkauQGZEmVlLhUodzuXoXpbTKsWZvSDJWYrHxSHdlxkB,Not Needed,Other,Pending,,,,,proposal_31128598.pdf,person_Wilson.pdf,review_31128598.docx
2024,SSA-analysis,5940-1550-4727-9093,David,John,Miller,Collaborator,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Measures Required,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,,analysis deployment deployment innovation deployment deployment.,,,31128598,OPP-895023,Cross-platform multimedia project Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,DARPA,TTO,Canceled,3/2/2020 16:13,onxSvicWgJksPbjiMUgFTbNKvivRxwPcDhxWMbm azidozGzZKtiRav jkWdXIgOqtbArLvlAxMjPiefgqdMdBCOJwnUUpyfrzkauQGZEmVlLhUodzuXoXpbTKsWZvSDJWYrHxSHdlxkB,Not Needed,Other,Pending,,,,,proposal_31128598.pdf,person_Miller.pdf,review_31128598.docx
2023,SSA-solutions,4778-4606-2927-3769,Robert,,Wilson,Collaborator,8JK40Q30BVHV,Cyberdyne Systems,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",deployment innovation solutions synergy analysis solutions analysis research strategy solutions integration solutions research solutions analysis.,"Cessation, Increased Reporting",optimization optimization analysis research development innovation optimization strategy strategy optimization.,76903440,OPP-835873,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DTRA,CDMRP,Completed,10/15/2023 7:44,,Pending,Other,Declined,,12/2/2020 11:40,8/18/2021 8:49,1/12/2022 12:10,proposal_76903440.pdf,,review_76903440.docx
2023,SSA-solutions,5291-6736-7201-8576,Linda,Linda,Moore,Collaborator,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Threat Briefs,solutions strategy synergy solutions integration development analysis solutions integration innovation analysis development.,"Cessation, Increased Reporting",optimization optimization analysis research development innovation optimization strategy strategy optimization.,76903440,OPP-835873,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DTRA,CDMRP,Completed,10/15/2023 7:44,,Pending,Other,Declined,,12/2/2020 11:40,8/18/2021 8:49,1/12/2022 12:10,proposal_76903440.pdf,person_Moore.pdf,review_76903440.docx
2023,SSA-solutions,2752-3991-9420-1857,Jane,,Davis,Collaborator,95C7CBF2RFOV,Acme Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,No Mitigation Needed,Threat Briefs,development development strategy deployment strategy strategy strategy integration research strategy synergy.,"Cessation, Increased Reporting",optimization optimization analysis research development innovation optimization strategy strategy optimization.,76903440,OPP-835873,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DTRA,CDMRP,Completed,10/15/2023 7:44,,Pending,Other,Declined,,12/2/2020 11:40,8/18/2021 8:49,1/12/2022 12:10,proposal_76903440.pdf,person_Davis.pdf,review_76903440.docx
2023,SSA-solutions,3724-1804-5344-7280,Susan,,Taylor,Student,8JK40Q30BVHV,Cyberdyne Systems,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Prohibited Factors,"Cessation, Increased Reporting",deployment integration development research innovation synergy research research development synergy development integration solutions.,"Cessation, Increased Reporting",optimization optimization analysis research development innovation optimization strategy strategy optimization.,76903440,OPP-835873,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DTRA,CDMRP,Completed,10/15/2023 7:44,,Pending,Other,Declined,,12/2/2020 11:40,8/18/2021 8:49,1/12/2022 12:10,proposal_76903440.pdf,,review_76903440.docx
2023,SSA-solutions,3111-4164-8839-9729,Jane,,Smith,Consultant,8JK40Q30BVHV,Cyberdyne Systems,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,,synergy deployment deployment innovation strategy analysis research innovation.,"Cessation, Increased Reporting",optimization optimization analysis research development innovation optimization strategy strategy optimization.,76903440,OPP-835873,Business-focused client-driven initiative Project,P0BJREZAN0YF,Stark Industries,Mitigation Annual Review,DTRA,CDMRP,Completed,10/15/2023 7:44,,Pending,Other,Declined,,12/2/2020 11:40,8/18/2021 8:49,1/12/2022 12:10,proposal_76903440.pdf,person_Smith.pdf,review_76903440.docx
2025,SSA-development,6743-4763-9778-8814,Robert,,Taylor,Consultant,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Prohibited Factors,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,,development strategy innovation strategy analysis development synergy solutions strategy development analysis deployment synergy research integration.,Threat Briefs,,91843941,OPP-322075,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DHA,I2O,Completed,7/20/2024 11:14,OVuWQBEAaNpYeVOFmUQPCJdqShdHYOmABULmmDEHfCdgKEWzOBoYAVSLenGNSUzjbNNtjnqrtLuwMqVGRiorNz RSjGPIqnKEtVcTAmikeuJTphsKQHgbPMycovkFkBunZdAYRSg,Pending,Other Transaction Authority,Declined,,8/4/2021 20:56,8/7/2025 3:21,5/18/2024 17:28,proposal_91843941.pdf,person_Taylor.pdf,review_91843941.docx
2025,SSA-development,5291-6736-7201-8576,Linda,,Moore,Student,8JK40Q30BVHV,Cyberdyne Systems,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,Mitigation Measures Required,,solutions development development innovation integration analysis innovation analysis solutions research innovation synergy.,Threat Briefs,,91843941,OPP-322075,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DHA,I2O,Completed,7/20/2024 11:14,OVuWQBEAaNpYeVOFmUQPCJdqShdHYOmABULmmDEHfCdgKEWzOBoYAVSLenGNSUzjbNNtjnqrtLuwMqVGRiorNz RSjGPIqnKEtVcTAmikeuJTphsKQHgbPMycovkFkBunZdAYRSg,Pending,Other Transaction Authority,Declined,,8/4/2021 20:56,8/7/2025 3:21,5/18/2024 17:28,proposal_91843941.pdf,person_Moore.pdf,review_91843941.docx
2025,SSA-development,6066-9462-5085-9762,Jane,,Jones,PI,2GM2D03Z4F45,Omni Consumer Products,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",analysis optimization research development solutions innovation deployment innovation development synergy research analysis solutions synergy strategy.,Threat Briefs,,91843941,OPP-322075,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DHA,I2O,Completed,7/20/2024 11:14,OVuWQBEAaNpYeVOFmUQPCJdqShdHYOmABULmmDEHfCdgKEWzOBoYAVSLenGNSUzjbNNtjnqrtLuwMqVGRiorNz RSjGPIqnKEtVcTAmikeuJTphsKQHgbPMycovkFkBunZdAYRSg,Pending,Other Transaction Authority,Declined,,8/4/2021 20:56,8/7/2025 3:21,5/18/2024 17:28,proposal_91843941.pdf,person_Jones.pdf,review_91843941.docx
2025,SSA-development,9431-6654-7020-4261,Peter,,Wilson,Student,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Mitigation Measures Required,Threat Briefs,solutions research analysis solutions solutions solutions.,Threat Briefs,,91843941,OPP-322075,Assimilated tangible parallelism Project,VWDUSH65P3UT,Wayne Enterprises,Initial,DHA,I2O,Completed,7/20/2024 11:14,OVuWQBEAaNpYeVOFmUQPCJdqShdHYOmABULmmDEHfCdgKEWzOBoYAVSLenGNSUzjbNNtjnqrtLuwMqVGRiorNz RSjGPIqnKEtVcTAmikeuJTphsKQHgbPMycovkFkBunZdAYRSg,Pending,Other Transaction Authority,Declined,,8/4/2021 20:56,8/7/2025 3:21,5/18/2024 17:28,proposal_91843941.pdf,,review_91843941.docx
2024,SSA-analysis,3676-7476-9924-9756,Peter,Linda,Jones,PI,EB3Q82NDH2ZA,MomCorp,Mitigation Measures Required,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,Prohibited Factors,"Cessation, Increased Reporting",,"Cessation, Increased Reporting",,93583888,OPP-240333,Automated bi-directional pricing structure Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,I2O,Draft,3/6/2020 22:49,yQxQrdRJmrekvbwB ezzyfcIkIpxwqCnYtLhOhIRzRzDctcPNVox URXdcDI,Not Needed,Other,Awarded,FAIN7653412,,5/25/2022 11:32,,proposal_93583888.pdf,,review_93583888.docx
2024,SSA-analysis,2704-5496-8890-3368,Jane,,Brown,Co-PI,CZ5TQAGRDPFT,Tyrell Corp,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,Mitigation Measures Required,"Cessation, Increased Reporting",,"Cessation, Increased Reporting",,93583888,OPP-240333,Automated bi-directional pricing structure Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,I2O,Draft,3/6/2020 22:49,yQxQrdRJmrekvbwB ezzyfcIkIpxwqCnYtLhOhIRzRzDctcPNVox URXdcDI,Not Needed,Other,Awarded,FAIN7653412,,5/25/2022 11:32,,proposal_93583888.pdf,,review_93583888.docx
2024,SSA-analysis,2276-6001-5996-2872,Jane,,Anderson,Consultant,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,,solutions research research strategy optimization.,"Cessation, Increased Reporting",,93583888,OPP-240333,Automated bi-directional pricing structure Project,8JK40Q30BVHV,Cyberdyne Systems,Mitigation Annual Review,DHA,I2O,Draft,3/6/2020 22:49,yQxQrdRJmrekvbwB ezzyfcIkIpxwqCnYtLhOhIRzRzDctcPNVox URXdcDI,Not Needed,Other,Awarded,FAIN7653412,,5/25/2022 11:32,,proposal_93583888.pdf,,review_93583888.docx
2024,SSA-deployment,5449-1918-8071-9289,John,Patricia,Moore,Collaborator,4K0AW4066EK0,Virtucon,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",solutions analysis research research solutions analysis optimization research development research analysis.,"Cessation, Increased Reporting",,27864187,OPP-656061,Advanced cohesive hardware Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,6/21/2025 8:19,KMrygGlQNFhYlbRHPoqSXRqGdHMBhOwbMameOsjrDpTTdMmSdAudcHEWCu yPhdWNIRBSvSYZfJyQfYibUlXJCSjBvXSvcULF dzviGAENttiTMnczrhEHSfuw uTCjxQPWoHnmxU unafDkHsVTPbaUNPMDCybDyrkLMTWiSWoUFpSsZsHaSHAQagAdKoLXa,Complete,CRADA,In Negotiation,,,,11/3/2025 6:26,proposal_27864187.pdf,person_Moore.pdf,review_27864187.docx
2024,SSA-deployment,9524-6512-3656-5410,Robert,,Moore,PI,1317BRU1K5HM,Blue Sun Corp,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,Prohibited Factors,Prohibited Factors,Threat Briefs,solutions deployment solutions innovation research integration deployment development integration research deployment innovation analysis strategy development.,"Cessation, Increased Reporting",,27864187,OPP-656061,Advanced cohesive hardware Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,6/21/2025 8:19,KMrygGlQNFhYlbRHPoqSXRqGdHMBhOwbMameOsjrDpTTdMmSdAudcHEWCu yPhdWNIRBSvSYZfJyQfYibUlXJCSjBvXSvcULF dzviGAENttiTMnczrhEHSfuw uTCjxQPWoHnmxU unafDkHsVTPbaUNPMDCybDyrkLMTWiSWoUFpSsZsHaSHAQagAdKoLXa,Complete,CRADA,In Negotiation,,,,11/3/2025 6:26,proposal_27864187.pdf,person_Moore.pdf,review_27864187.docx
2024,SSA-deployment,8291-2539-5590-1671,Jane,,Moore,Co-PI,EB3Q82NDH2ZA,MomCorp,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,No Mitigation Needed,No Mitigation Needed,"Cessation, Increased Reporting",,"Cessation, Increased Reporting",,27864187,OPP-656061,Advanced cohesive hardware Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,6/21/2025 8:19,KMrygGlQNFhYlbRHPoqSXRqGdHMBhOwbMameOsjrDpTTdMmSdAudcHEWCu yPhdWNIRBSvSYZfJyQfYibUlXJCSjBvXSvcULF dzviGAENttiTMnczrhEHSfuw uTCjxQPWoHnmxU unafDkHsVTPbaUNPMDCybDyrkLMTWiSWoUFpSsZsHaSHAQagAdKoLXa,Complete,CRADA,In Negotiation,,,,11/3/2025 6:26,proposal_27864187.pdf,,review_27864187.docx
2024,SSA-deployment,3658-7489-4481-2249,Robert,,Williams,Student,1317BRU1K5HM,Blue Sun Corp,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,Prohibited Factors,,solutions strategy solutions solutions deployment solutions optimization innovation strategy integration deployment synergy deployment.,"Cessation, Increased Reporting",,27864187,OPP-656061,Advanced cohesive hardware Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,6/21/2025 8:19,KMrygGlQNFhYlbRHPoqSXRqGdHMBhOwbMameOsjrDpTTdMmSdAudcHEWCu yPhdWNIRBSvSYZfJyQfYibUlXJCSjBvXSvcULF dzviGAENttiTMnczrhEHSfuw uTCjxQPWoHnmxU unafDkHsVTPbaUNPMDCybDyrkLMTWiSWoUFpSsZsHaSHAQagAdKoLXa,Complete,CRADA,In Negotiation,,,,11/3/2025 6:26,proposal_27864187.pdf,person_Williams.pdf,review_27864187.docx
2024,SSA-deployment,8891-4867-3529-7308,Patricia,,Miller,Collaborator,CZ5TQAGRDPFT,Tyrell Corp,No Mitigation Needed,Mitigation Measures Required,No Mitigation Needed,Mitigation Measures Required,Prohibited Factors,Threat Briefs,,"Cessation, Increased Reporting",,27864187,OPP-656061,Advanced cohesive hardware Project,1317BRU1K5HM,Blue Sun Corp,Initial,DTRA,MSO,In Progress,6/21/2025 8:19,KMrygGlQNFhYlbRHPoqSXRqGdHMBhOwbMameOsjrDpTTdMmSdAudcHEWCu yPhdWNIRBSvSYZfJyQfYibUlXJCSjBvXSvcULF dzviGAENttiTMnczrhEHSfuw uTCjxQPWoHnmxU unafDkHsVTPbaUNPMDCybDyrkLMTWiSWoUFpSsZsHaSHAQagAdKoLXa,Complete,CRADA,In Negotiation,,,,11/3/2025 6:26,proposal_27864187.pdf,person_Miller.pdf,review_27864187.docx
2023,SSA-integration,1821-4676-2980-7386,Patricia,,Moore,PI,Q3BXEFJ9ZC15,Wayne Enterprises,Mitigation Measures Required,Prohibited Factors,Prohibited Factors,Mitigation Measures Required,No Mitigation Needed,"Cessation, Increased Reporting",,Threat Briefs,optimization strategy analysis analysis innovation innovation.,97970844,OPP-146082,Compatible demand-driven workforce Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,ACC,DSO,Canceled,6/10/2025 14:12,JjhxKVXcYoJpcAuJdsfflWpzYxFDfPewasQrIUHLXLkNwTKAwUezyIxrDPbVMQlYSStGM mQPWshGXxPSnuXNPaEhTEvAXVdofCCyaYdjhb,Complete,Other Transaction Authority,Awarded,FAIN0041660,,,12/14/2023 6:15,proposal_97970844.pdf,person_Moore.pdf,review_97970844.docx
2023,SSA-integration,4778-4606-2927-3769,Robert,,Wilson,Collaborator,95C7CBF2RFOV,Acme Corp,Mitigation Measures Required,Mitigation Measures Required,No Mitigation Needed,No Mitigation Needed,No Mitigation Needed,Threat Briefs,innovation optimization integration analysis optimization strategy development.,Threat Briefs,optimization strategy analysis analysis innovation innovation.,97970844,OPP-146082,Compatible demand-driven workforce Project,S16GSAX4CIDY,Globex Inc,Mitigation Annual Review,ACC,DSO,Canceled,6/10/2025 14:12,JjhxKVXcYoJpcAuJdsfflWpzYxFDfPewasQrIUHLXLkNwTKAwUezyIxrDPbVMQlYSStGM mQPWshGXxPSnuXNPaEhTEvAXVdofCCyaYdjhb,Complete,Other Transaction Authority,Awarded,FAIN0041660,,,12/14/2023 6:15,proposal_97970844.pdf,person_Wilson.pdf,review_97970844.docx
